,Image_IDs,Questions_Answers
355,CLEVR_val_012815,"[{'question': 'Is the small green sphere right of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube right of the small green sphere?', 'answer': 0}, {'question': 'Is the small blue cylinder right of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube right of the small blue cylinder?', 'answer': 0}, {'question': 'Is the small green sphere right of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder right of the small green sphere?', 'answer': 0}, {'question': 'Is the small blue cylinder behind the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere behind the small blue cylinder?', 'answer': 0}, {'question': 'Is the small green sphere behind the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube behind the small green sphere?', 'answer': 0}, {'question': 'Is the small blue cylinder behind the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube behind the small blue cylinder?', 'answer': 0}, {'question': 'Is the small cyan cube in front of the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere in front of the small cyan cube?', 'answer': 0}, {'question': 'Is the small green sphere in front of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder in front of the small green sphere?', 'answer': 0}, {'question': 'Is the small cyan cube in front of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder in front of the small cyan cube?', 'answer': 0}, {'question': 'Is the small cyan cube left of the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere left of the small cyan cube?', 'answer': 0}, {'question': 'Is the small blue cylinder left of the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere left of the small blue cylinder?', 'answer': 0}, {'question': 'Is the small cyan cube left of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder left of the small cyan cube?', 'answer': 0}]"
356,CLEVR_val_012978,"[{'question': 'Is the small green sphere right of the small yellow cube?', 'answer': 1}, {'question': 'Is the small yellow cube right of the small green sphere?', 'answer': 0}, {'question': 'Is the small yellow cube right of the large green cylinder?', 'answer': 1}, {'question': 'Is the large green cylinder right of the small yellow cube?', 'answer': 0}, {'question': 'Is the small green sphere right of the large green cylinder?', 'answer': 1}, {'question': 'Is the large green cylinder right of the small green sphere?', 'answer': 0}, {'question': 'Is the small green sphere behind the small yellow cube?', 'answer': 1}, {'question': 'Is the small yellow cube behind the small green sphere?', 'answer': 0}, {'question': 'Is the large green cylinder behind the small yellow cube?', 'answer': 1}, {'question': 'Is the small yellow cube behind the large green cylinder?', 'answer': 0}, {'question': 'Is the large green cylinder behind the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere behind the large green cylinder?', 'answer': 0}, {'question': 'Is the small yellow cube in front of the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere in front of the small yellow cube?', 'answer': 0}, {'question': 'Is the small yellow cube in front of the large green cylinder?', 'answer': 1}, {'question': 'Is the large green cylinder in front of the small yellow cube?', 'answer': 0}, {'question': 'Is the small green sphere in front of the large green cylinder?', 'answer': 1}, {'question': 'Is the large green cylinder in front of the small green sphere?', 'answer': 0}, {'question': 'Is the large green cylinder left of the small yellow cube?', 'answer': 1}, {'question': 'Is the small yellow cube left of the large green cylinder?', 'answer': 0}, {'question': 'Is the small yellow cube left of the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere left of the small yellow cube?', 'answer': 0}, {'question': 'Is the large green cylinder left of the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere left of the large green cylinder?', 'answer': 0}]"
357,CLEVR_val_012997,"[{'question': 'Is the small cyan cube right of the small gray sphere?', 'answer': 1}, {'question': 'Is the small gray sphere right of the small cyan cube?', 'answer': 0}, {'question': 'Is the large purple cylinder right of the small gray sphere?', 'answer': 1}, {'question': 'Is the small gray sphere right of the large purple cylinder?', 'answer': 0}, {'question': 'Is the large purple cylinder right of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube right of the large purple cylinder?', 'answer': 0}, {'question': 'Is the small gray sphere behind the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube behind the small gray sphere?', 'answer': 0}, {'question': 'Is the small gray sphere behind the large purple cylinder?', 'answer': 1}, {'question': 'Is the large purple cylinder behind the small gray sphere?', 'answer': 0}, {'question': 'Is the small cyan cube behind the large purple cylinder?', 'answer': 1}, {'question': 'Is the large purple cylinder behind the small cyan cube?', 'answer': 0}, {'question': 'Is the small cyan cube in front of the small gray sphere?', 'answer': 1}, {'question': 'Is the small gray sphere in front of the small cyan cube?', 'answer': 0}, {'question': 'Is the large purple cylinder in front of the small gray sphere?', 'answer': 1}, {'question': 'Is the small gray sphere in front of the large purple cylinder?', 'answer': 0}, {'question': 'Is the large purple cylinder in front of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube in front of the large purple cylinder?', 'answer': 0}, {'question': 'Is the small gray sphere left of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube left of the small gray sphere?', 'answer': 0}, {'question': 'Is the small gray sphere left of the large purple cylinder?', 'answer': 1}, {'question': 'Is the large purple cylinder left of the small gray sphere?', 'answer': 0}, {'question': 'Is the small cyan cube left of the large purple cylinder?', 'answer': 1}, {'question': 'Is the large purple cylinder left of the small cyan cube?', 'answer': 0}]"
358,CLEVR_val_013026,"[{'question': 'Is the small green cylinder right of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube right of the small green cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere right of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube right of the large gray sphere?', 'answer': 0}, {'question': 'Is the large gray sphere right of the small green cylinder?', 'answer': 1}, {'question': 'Is the small green cylinder right of the large gray sphere?', 'answer': 0}, {'question': 'Is the large gray sphere behind the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube behind the large gray sphere?', 'answer': 0}, {'question': 'Is the small cyan cube behind the small green cylinder?', 'answer': 1}, {'question': 'Is the small green cylinder behind the small cyan cube?', 'answer': 0}, {'question': 'Is the large gray sphere behind the small green cylinder?', 'answer': 1}, {'question': 'Is the small green cylinder behind the large gray sphere?', 'answer': 0}, {'question': 'Is the small green cylinder in front of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube in front of the small green cylinder?', 'answer': 0}, {'question': 'Is the small cyan cube in front of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere in front of the small cyan cube?', 'answer': 0}, {'question': 'Is the small green cylinder in front of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere in front of the small green cylinder?', 'answer': 0}, {'question': 'Is the small cyan cube left of the small green cylinder?', 'answer': 1}, {'question': 'Is the small green cylinder left of the small cyan cube?', 'answer': 0}, {'question': 'Is the small cyan cube left of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere left of the small cyan cube?', 'answer': 0}, {'question': 'Is the small green cylinder left of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere left of the small green cylinder?', 'answer': 0}]"
359,CLEVR_val_013031,"[{'question': 'Is the large purple cube right of the large cyan cylinder?', 'answer': 1}, {'question': 'Is the large cyan cylinder right of the large purple cube?', 'answer': 0}, {'question': 'Is the large cyan cylinder right of the large green sphere?', 'answer': 1}, {'question': 'Is the large green sphere right of the large cyan cylinder?', 'answer': 0}, {'question': 'Is the large purple cube right of the large green sphere?', 'answer': 1}, {'question': 'Is the large green sphere right of the large purple cube?', 'answer': 0}, {'question': 'Is the large cyan cylinder behind the large purple cube?', 'answer': 1}, {'question': 'Is the large purple cube behind the large cyan cylinder?', 'answer': 0}, {'question': 'Is the large green sphere behind the large purple cube?', 'answer': 1}, {'question': 'Is the large purple cube behind the large green sphere?', 'answer': 0}, {'question': 'Is the large cyan cylinder behind the large green sphere?', 'answer': 1}, {'question': 'Is the large green sphere behind the large cyan cylinder?', 'answer': 0}, {'question': 'Is the large purple cube in front of the large cyan cylinder?', 'answer': 1}, {'question': 'Is the large cyan cylinder in front of the large purple cube?', 'answer': 0}, {'question': 'Is the large green sphere in front of the large cyan cylinder?', 'answer': 1}, {'question': 'Is the large cyan cylinder in front of the large green sphere?', 'answer': 0}, {'question': 'Is the large purple cube in front of the large green sphere?', 'answer': 1}, {'question': 'Is the large green sphere in front of the large purple cube?', 'answer': 0}, {'question': 'Is the large green sphere left of the large cyan cylinder?', 'answer': 1}, {'question': 'Is the large cyan cylinder left of the large green sphere?', 'answer': 0}, {'question': 'Is the large cyan cylinder left of the large purple cube?', 'answer': 1}, {'question': 'Is the large purple cube left of the large cyan cylinder?', 'answer': 0}, {'question': 'Is the large green sphere left of the large purple cube?', 'answer': 1}, {'question': 'Is the large purple cube left of the large green sphere?', 'answer': 0}]"
360,CLEVR_val_013056,"[{'question': 'Is the large cyan sphere right of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube right of the large cyan sphere?', 'answer': 0}, {'question': 'Is the small blue cylinder right of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube right of the small blue cylinder?', 'answer': 0}, {'question': 'Is the large cyan sphere right of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder right of the large cyan sphere?', 'answer': 0}, {'question': 'Is the small cyan cube behind the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere behind the small cyan cube?', 'answer': 0}, {'question': 'Is the small cyan cube behind the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder behind the small cyan cube?', 'answer': 0}, {'question': 'Is the large cyan sphere behind the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder behind the large cyan sphere?', 'answer': 0}, {'question': 'Is the large cyan sphere in front of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube in front of the large cyan sphere?', 'answer': 0}, {'question': 'Is the small blue cylinder in front of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube in front of the small blue cylinder?', 'answer': 0}, {'question': 'Is the small blue cylinder in front of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere in front of the small blue cylinder?', 'answer': 0}, {'question': 'Is the small cyan cube left of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere left of the small cyan cube?', 'answer': 0}, {'question': 'Is the small blue cylinder left of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere left of the small blue cylinder?', 'answer': 0}, {'question': 'Is the small cyan cube left of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder left of the small cyan cube?', 'answer': 0}]"
361,CLEVR_val_013083,"[{'question': 'Is the small blue cube right of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder right of the small blue cube?', 'answer': 0}, {'question': 'Is the small red sphere right of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder right of the small red sphere?', 'answer': 0}, {'question': 'Is the small blue cube right of the small red sphere?', 'answer': 1}, {'question': 'Is the small red sphere right of the small blue cube?', 'answer': 0}, {'question': 'Is the small red sphere behind the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder behind the small red sphere?', 'answer': 0}, {'question': 'Is the large yellow cylinder behind the small blue cube?', 'answer': 1}, {'question': 'Is the small blue cube behind the large yellow cylinder?', 'answer': 0}, {'question': 'Is the small red sphere behind the small blue cube?', 'answer': 1}, {'question': 'Is the small blue cube behind the small red sphere?', 'answer': 0}, {'question': 'Is the small blue cube in front of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder in front of the small blue cube?', 'answer': 0}, {'question': 'Is the large yellow cylinder in front of the small red sphere?', 'answer': 1}, {'question': 'Is the small red sphere in front of the large yellow cylinder?', 'answer': 0}, {'question': 'Is the small blue cube in front of the small red sphere?', 'answer': 1}, {'question': 'Is the small red sphere in front of the small blue cube?', 'answer': 0}, {'question': 'Is the large yellow cylinder left of the small blue cube?', 'answer': 1}, {'question': 'Is the small blue cube left of the large yellow cylinder?', 'answer': 0}, {'question': 'Is the small red sphere left of the small blue cube?', 'answer': 1}, {'question': 'Is the small blue cube left of the small red sphere?', 'answer': 0}, {'question': 'Is the large yellow cylinder left of the small red sphere?', 'answer': 1}, {'question': 'Is the small red sphere left of the large yellow cylinder?', 'answer': 0}]"
362,CLEVR_val_013092,"[{'question': 'Is the small green cylinder right of the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere right of the small green cylinder?', 'answer': 0}, {'question': 'Is the small green cylinder right of the large gray cube?', 'answer': 1}, {'question': 'Is the large gray cube right of the small green cylinder?', 'answer': 0}, {'question': 'Is the small cyan sphere right of the large gray cube?', 'answer': 1}, {'question': 'Is the large gray cube right of the small cyan sphere?', 'answer': 0}, {'question': 'Is the small cyan sphere behind the small green cylinder?', 'answer': 1}, {'question': 'Is the small green cylinder behind the small cyan sphere?', 'answer': 0}, {'question': 'Is the large gray cube behind the small green cylinder?', 'answer': 1}, {'question': 'Is the small green cylinder behind the large gray cube?', 'answer': 0}, {'question': 'Is the small cyan sphere behind the large gray cube?', 'answer': 1}, {'question': 'Is the large gray cube behind the small cyan sphere?', 'answer': 0}, {'question': 'Is the small green cylinder in front of the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere in front of the small green cylinder?', 'answer': 0}, {'question': 'Is the large gray cube in front of the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere in front of the large gray cube?', 'answer': 0}, {'question': 'Is the small green cylinder in front of the large gray cube?', 'answer': 1}, {'question': 'Is the large gray cube in front of the small green cylinder?', 'answer': 0}, {'question': 'Is the small cyan sphere left of the small green cylinder?', 'answer': 1}, {'question': 'Is the small green cylinder left of the small cyan sphere?', 'answer': 0}, {'question': 'Is the large gray cube left of the small green cylinder?', 'answer': 1}, {'question': 'Is the small green cylinder left of the large gray cube?', 'answer': 0}, {'question': 'Is the large gray cube left of the small cyan sphere?', 'answer': 1}, {'question': 'Is the small cyan sphere left of the large gray cube?', 'answer': 0}]"
363,CLEVR_val_013136,"[{'question': 'Is the large gray cube right of the small green cylinder?', 'answer': 1}, {'question': 'Is the small green cylinder right of the large gray cube?', 'answer': 0}, {'question': 'Is the large gray cube right of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere right of the large gray cube?', 'answer': 0}, {'question': 'Is the small green cylinder right of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere right of the small green cylinder?', 'answer': 0}, {'question': 'Is the large gray cube behind the small green cylinder?', 'answer': 1}, {'question': 'Is the small green cylinder behind the large gray cube?', 'answer': 0}, {'question': 'Is the large gray sphere behind the small green cylinder?', 'answer': 1}, {'question': 'Is the small green cylinder behind the large gray sphere?', 'answer': 0}, {'question': 'Is the large gray cube behind the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere behind the large gray cube?', 'answer': 0}, {'question': 'Is the small green cylinder in front of the large gray cube?', 'answer': 1}, {'question': 'Is the large gray cube in front of the small green cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere in front of the large gray cube?', 'answer': 1}, {'question': 'Is the large gray cube in front of the large gray sphere?', 'answer': 0}, {'question': 'Is the small green cylinder in front of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere in front of the small green cylinder?', 'answer': 0}, {'question': 'Is the small green cylinder left of the large gray cube?', 'answer': 1}, {'question': 'Is the large gray cube left of the small green cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere left of the large gray cube?', 'answer': 1}, {'question': 'Is the large gray cube left of the large gray sphere?', 'answer': 0}, {'question': 'Is the large gray sphere left of the small green cylinder?', 'answer': 1}, {'question': 'Is the small green cylinder left of the large gray sphere?', 'answer': 0}]"
364,CLEVR_val_013151,"[{'question': 'Is the small blue cube right of the small gray sphere?', 'answer': 1}, {'question': 'Is the small gray sphere right of the small blue cube?', 'answer': 0}, {'question': 'Is the small gray sphere right of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder right of the small gray sphere?', 'answer': 0}, {'question': 'Is the small blue cube right of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder right of the small blue cube?', 'answer': 0}, {'question': 'Is the small gray sphere behind the small blue cube?', 'answer': 1}, {'question': 'Is the small blue cube behind the small gray sphere?', 'answer': 0}, {'question': 'Is the small gray sphere behind the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder behind the small gray sphere?', 'answer': 0}, {'question': 'Is the small blue cube behind the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder behind the small blue cube?', 'answer': 0}, {'question': 'Is the small blue cube in front of the small gray sphere?', 'answer': 1}, {'question': 'Is the small gray sphere in front of the small blue cube?', 'answer': 0}, {'question': 'Is the small purple cylinder in front of the small gray sphere?', 'answer': 1}, {'question': 'Is the small gray sphere in front of the small purple cylinder?', 'answer': 0}, {'question': 'Is the small purple cylinder in front of the small blue cube?', 'answer': 1}, {'question': 'Is the small blue cube in front of the small purple cylinder?', 'answer': 0}, {'question': 'Is the small purple cylinder left of the small gray sphere?', 'answer': 1}, {'question': 'Is the small gray sphere left of the small purple cylinder?', 'answer': 0}, {'question': 'Is the small gray sphere left of the small blue cube?', 'answer': 1}, {'question': 'Is the small blue cube left of the small gray sphere?', 'answer': 0}, {'question': 'Is the small purple cylinder left of the small blue cube?', 'answer': 1}, {'question': 'Is the small blue cube left of the small purple cylinder?', 'answer': 0}]"
365,CLEVR_val_013177,"[{'question': 'Is the large red sphere right of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder right of the large red sphere?', 'answer': 0}, {'question': 'Is the small red cylinder right of the large yellow cube?', 'answer': 1}, {'question': 'Is the large yellow cube right of the small red cylinder?', 'answer': 0}, {'question': 'Is the large red sphere right of the large yellow cube?', 'answer': 1}, {'question': 'Is the large yellow cube right of the large red sphere?', 'answer': 0}, {'question': 'Is the small red cylinder behind the large yellow cube?', 'answer': 1}, {'question': 'Is the large yellow cube behind the small red cylinder?', 'answer': 0}, {'question': 'Is the large red sphere behind the large yellow cube?', 'answer': 1}, {'question': 'Is the large yellow cube behind the large red sphere?', 'answer': 0}, {'question': 'Is the small red cylinder behind the large red sphere?', 'answer': 1}, {'question': 'Is the large red sphere behind the small red cylinder?', 'answer': 0}, {'question': 'Is the large yellow cube in front of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder in front of the large yellow cube?', 'answer': 0}, {'question': 'Is the large red sphere in front of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder in front of the large red sphere?', 'answer': 0}, {'question': 'Is the large yellow cube in front of the large red sphere?', 'answer': 1}, {'question': 'Is the large red sphere in front of the large yellow cube?', 'answer': 0}, {'question': 'Is the large yellow cube left of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder left of the large yellow cube?', 'answer': 0}, {'question': 'Is the small red cylinder left of the large red sphere?', 'answer': 1}, {'question': 'Is the large red sphere left of the small red cylinder?', 'answer': 0}, {'question': 'Is the large yellow cube left of the large red sphere?', 'answer': 1}, {'question': 'Is the large red sphere left of the large yellow cube?', 'answer': 0}]"
366,CLEVR_val_013180,"[{'question': 'Is the small purple sphere right of the small yellow cylinder?', 'answer': 1}, {'question': 'Is the small yellow cylinder right of the small purple sphere?', 'answer': 0}, {'question': 'Is the small purple sphere right of the large purple cube?', 'answer': 1}, {'question': 'Is the large purple cube right of the small purple sphere?', 'answer': 0}, {'question': 'Is the small yellow cylinder right of the large purple cube?', 'answer': 1}, {'question': 'Is the large purple cube right of the small yellow cylinder?', 'answer': 0}, {'question': 'Is the small yellow cylinder behind the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere behind the small yellow cylinder?', 'answer': 0}, {'question': 'Is the large purple cube behind the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere behind the large purple cube?', 'answer': 0}, {'question': 'Is the small yellow cylinder behind the large purple cube?', 'answer': 1}, {'question': 'Is the large purple cube behind the small yellow cylinder?', 'answer': 0}, {'question': 'Is the small purple sphere in front of the small yellow cylinder?', 'answer': 1}, {'question': 'Is the small yellow cylinder in front of the small purple sphere?', 'answer': 0}, {'question': 'Is the large purple cube in front of the small yellow cylinder?', 'answer': 1}, {'question': 'Is the small yellow cylinder in front of the large purple cube?', 'answer': 0}, {'question': 'Is the small purple sphere in front of the large purple cube?', 'answer': 1}, {'question': 'Is the large purple cube in front of the small purple sphere?', 'answer': 0}, {'question': 'Is the small yellow cylinder left of the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere left of the small yellow cylinder?', 'answer': 0}, {'question': 'Is the large purple cube left of the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere left of the large purple cube?', 'answer': 0}, {'question': 'Is the large purple cube left of the small yellow cylinder?', 'answer': 1}, {'question': 'Is the small yellow cylinder left of the large purple cube?', 'answer': 0}]"
367,CLEVR_val_013255,"[{'question': 'Is the large yellow cylinder right of the large brown cube?', 'answer': 1}, {'question': 'Is the large brown cube right of the large yellow cylinder?', 'answer': 0}, {'question': 'Is the large brown cube right of the large green sphere?', 'answer': 1}, {'question': 'Is the large green sphere right of the large brown cube?', 'answer': 0}, {'question': 'Is the large yellow cylinder right of the large green sphere?', 'answer': 1}, {'question': 'Is the large green sphere right of the large yellow cylinder?', 'answer': 0}, {'question': 'Is the large green sphere behind the large brown cube?', 'answer': 1}, {'question': 'Is the large brown cube behind the large green sphere?', 'answer': 0}, {'question': 'Is the large yellow cylinder behind the large brown cube?', 'answer': 1}, {'question': 'Is the large brown cube behind the large yellow cylinder?', 'answer': 0}, {'question': 'Is the large yellow cylinder behind the large green sphere?', 'answer': 1}, {'question': 'Is the large green sphere behind the large yellow cylinder?', 'answer': 0}, {'question': 'Is the large brown cube in front of the large green sphere?', 'answer': 1}, {'question': 'Is the large green sphere in front of the large brown cube?', 'answer': 0}, {'question': 'Is the large brown cube in front of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder in front of the large brown cube?', 'answer': 0}, {'question': 'Is the large green sphere in front of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder in front of the large green sphere?', 'answer': 0}, {'question': 'Is the large green sphere left of the large brown cube?', 'answer': 1}, {'question': 'Is the large brown cube left of the large green sphere?', 'answer': 0}, {'question': 'Is the large brown cube left of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder left of the large brown cube?', 'answer': 0}, {'question': 'Is the large green sphere left of the large yellow cylinder?', 'answer': 1}, {'question': 'Is the large yellow cylinder left of the large green sphere?', 'answer': 0}]"
368,CLEVR_val_013288,"[{'question': 'Is the large cyan cylinder right of the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere right of the large cyan cylinder?', 'answer': 0}, {'question': 'Is the small yellow cube right of the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere right of the small yellow cube?', 'answer': 0}, {'question': 'Is the large cyan cylinder right of the small yellow cube?', 'answer': 1}, {'question': 'Is the small yellow cube right of the large cyan cylinder?', 'answer': 0}, {'question': 'Is the small green sphere behind the large cyan cylinder?', 'answer': 1}, {'question': 'Is the large cyan cylinder behind the small green sphere?', 'answer': 0}, {'question': 'Is the small yellow cube behind the large cyan cylinder?', 'answer': 1}, {'question': 'Is the large cyan cylinder behind the small yellow cube?', 'answer': 0}, {'question': 'Is the small yellow cube behind the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere behind the small yellow cube?', 'answer': 0}, {'question': 'Is the large cyan cylinder in front of the small green sphere?', 'answer': 1}, {'question': 'Is the small green sphere in front of the large cyan cylinder?', 'answer': 0}, {'question': 'Is the large cyan cylinder in front of the small yellow cube?', 'answer': 1}, {'question': 'Is the small yellow cube in front of the large cyan cylinder?', 'answer': 0}, {'question': 'Is the small green sphere in front of the small yellow cube?', 'answer': 1}, {'question': 'Is the small yellow cube in front of the small green sphere?', 'answer': 0}, {'question': 'Is the small green sphere left of the large cyan cylinder?', 'answer': 1}, {'question': 'Is the large cyan cylinder left of the small green sphere?', 'answer': 0}, {'question': 'Is the small yellow cube left of the large cyan cylinder?', 'answer': 1}, {'question': 'Is the large cyan cylinder left of the small yellow cube?', 'answer': 0}, {'question': 'Is the small green sphere left of the small yellow cube?', 'answer': 1}, {'question': 'Is the small yellow cube left of the small green sphere?', 'answer': 0}]"
369,CLEVR_val_013355,"[{'question': 'Is the large brown cylinder right of the small yellow sphere?', 'answer': 1}, {'question': 'Is the small yellow sphere right of the large brown cylinder?', 'answer': 0}, {'question': 'Is the small yellow sphere right of the large red cube?', 'answer': 1}, {'question': 'Is the large red cube right of the small yellow sphere?', 'answer': 0}, {'question': 'Is the large brown cylinder right of the large red cube?', 'answer': 1}, {'question': 'Is the large red cube right of the large brown cylinder?', 'answer': 0}, {'question': 'Is the large brown cylinder behind the small yellow sphere?', 'answer': 1}, {'question': 'Is the small yellow sphere behind the large brown cylinder?', 'answer': 0}, {'question': 'Is the large red cube behind the small yellow sphere?', 'answer': 1}, {'question': 'Is the small yellow sphere behind the large red cube?', 'answer': 0}, {'question': 'Is the large red cube behind the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder behind the large red cube?', 'answer': 0}, {'question': 'Is the small yellow sphere in front of the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder in front of the small yellow sphere?', 'answer': 0}, {'question': 'Is the small yellow sphere in front of the large red cube?', 'answer': 1}, {'question': 'Is the large red cube in front of the small yellow sphere?', 'answer': 0}, {'question': 'Is the large brown cylinder in front of the large red cube?', 'answer': 1}, {'question': 'Is the large red cube in front of the large brown cylinder?', 'answer': 0}, {'question': 'Is the large red cube left of the small yellow sphere?', 'answer': 1}, {'question': 'Is the small yellow sphere left of the large red cube?', 'answer': 0}, {'question': 'Is the small yellow sphere left of the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder left of the small yellow sphere?', 'answer': 0}, {'question': 'Is the large red cube left of the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder left of the large red cube?', 'answer': 0}]"
370,CLEVR_val_013477,"[{'question': 'Is the small cyan cube right of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder right of the small cyan cube?', 'answer': 0}, {'question': 'Is the small purple sphere right of the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder right of the small purple sphere?', 'answer': 0}, {'question': 'Is the small cyan cube right of the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere right of the small cyan cube?', 'answer': 0}, {'question': 'Is the small purple sphere behind the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube behind the small purple sphere?', 'answer': 0}, {'question': 'Is the small cyan cube behind the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder behind the small cyan cube?', 'answer': 0}, {'question': 'Is the small purple sphere behind the small purple cylinder?', 'answer': 1}, {'question': 'Is the small purple cylinder behind the small purple sphere?', 'answer': 0}, {'question': 'Is the small purple cylinder in front of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube in front of the small purple cylinder?', 'answer': 0}, {'question': 'Is the small cyan cube in front of the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere in front of the small cyan cube?', 'answer': 0}, {'question': 'Is the small purple cylinder in front of the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere in front of the small purple cylinder?', 'answer': 0}, {'question': 'Is the small purple cylinder left of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube left of the small purple cylinder?', 'answer': 0}, {'question': 'Is the small purple sphere left of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube left of the small purple sphere?', 'answer': 0}, {'question': 'Is the small purple cylinder left of the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere left of the small purple cylinder?', 'answer': 0}]"
